"plot","year","site","exp_startyear","event","genus","species","doy","year.num","meltdate"
"1",1991,"price",1991,"ffrd","Mertensia","fusiformes",168,0,NA
"1",1991,"price",1991,"ffrd","Mertensia","fusiformes",168,0,NA
"1",1991,"price",1991,"ffrd","Mertensia","fusiformes",168,0,NA
"1",1991,"price",1991,"ffrd","Potentilla","gracilis",204,0,NA
"1",1991,"price",1991,"ffrd","Potentilla","gracilis",211,0,NA
"1",1991,"price",1991,"ffrd","Potentilla","gracilis",204,0,NA
"1",1991,"price",1991,"ffrd","Potentilla","gracilis",204,0,NA
"1",1991,"price",1991,"sd","Claytonia","lanceolata",175,0,NA
"1",1991,"price",1991,"sd","Claytonia","lanceolata",175,0,NA
"1",1991,"price",1991,"sd","Claytonia","lanceolata",175,0,NA
"1",1991,"price",1991,"sd","Delphinium","nelsonii",204,0,NA
"1",1991,"price",1991,"sd","Erythronium","grandiflorum",204,0,NA
"1",1991,"price",1991,"sd","Erythronium","grandiflorum",211,0,NA
"1",1991,"price",1991,"sd","Erythronium","grandiflorum",204,0,NA
"1",1991,"price",1991,"sd","Erythronium","grandiflorum",211,0,NA
"1",1991,"price",1991,"sd","Mertensia","fusiformes",182,0,NA
"1",1991,"price",1991,"sd","Mertensia","fusiformes",182,0,NA
"1",1991,"price",1991,"sd","Mertensia","fusiformes",182,0,NA
"1",1991,"price",1991,"sd","Mertensia","fusiformes",175,0,NA
"1",1991,"price",1991,"sd","Mertensia","fusiformes",182,0,NA
"1",1991,"price",1991,"sd","Potentilla","gracilis",225,0,NA
"1",1991,"price",1991,"sd","Potentilla","gracilis",217,0,NA
"1",1992,"price",1991,"ffd","Artemesia","tridentata",223,1,NA
"1",1992,"price",1991,"ffd","Claytonia","lanceolata",146,1,NA
"1",1992,"price",1991,"ffd","Campanula","rotundifolia",203,1,NA
"1",1992,"price",1991,"ffd","Campanula","rotundifolia",195,1,NA
"1",1992,"price",1991,"ffd","Campanula","rotundifolia",203,1,NA
"1",1992,"price",1991,"ffd","Campanula","rotundifolia",203,1,NA
"1",1992,"price",1991,"ffd","Delphinium","nelsonii",160,1,NA
"1",1992,"price",1991,"ffd","Delphinium","nelsonii",160,1,NA
"1",1992,"price",1991,"ffd","Delphinium","nelsonii",160,1,NA
"1",1992,"price",1991,"ffd","Delphinium","nelsonii",174,1,NA
"1",1992,"price",1991,"ffd","Erythronium","grandiflorum",139,1,NA
"1",1992,"price",1991,"ffd","Erythronium","grandiflorum",139,1,NA
"1",1992,"price",1991,"ffd","Erythronium","grandiflorum",139,1,NA
"1",1992,"price",1991,"ffd","Erythronium","grandiflorum",139,1,NA
"1",1992,"price",1991,"ffd","Eriogonum","subalpinum",188,1,NA
"1",1992,"price",1991,"ffd","Eriogonum","subalpinum",181,1,NA
"1",1992,"price",1991,"ffd","Eriogonum","subalpinum",188,1,NA
"1",1992,"price",1991,"ffd","Eriogonum","subalpinum",188,1,NA
"1",1992,"price",1991,"ffd","Ipomopsis","aggregata",181,1,NA
"1",1992,"price",1991,"ffd","Ipomopsis","aggregata",195,1,NA
"1",1992,"price",1991,"ffd","Ipomopsis","aggregata",188,1,NA
"1",1992,"price",1991,"ffd","Ipomopsis","aggregata",188,1,NA
"1",1992,"price",1991,"ffd","Ipomopsis","aggregata",181,1,NA
"1",1992,"price",1991,"ffd","Lathyrus","leucanthus",174,1,NA
"1",1992,"price",1991,"ffd","Mertensia","fusiformes",146,1,NA
"1",1992,"price",1991,"ffd","Mertensia","fusiformes",153,1,NA
"1",1992,"price",1991,"ffd","Mertensia","fusiformes",139,1,NA
"1",1992,"price",1991,"ffd","Mertensia","fusiformes",146,1,NA
"1",1992,"price",1991,"ffd","Mertensia","fusiformes",146,1,NA
"1",1992,"price",1991,"ffd","Potentilla","gracilis",177,1,NA
"1",1992,"price",1991,"ffd","Potentilla","gracilis",195,1,NA
"1",1992,"price",1991,"ffd","Potentilla","gracilis",177,1,NA
"1",1992,"price",1991,"ffd","Potentilla","gracilis",181,1,NA
"1",1992,"price",1991,"ffd","Potentilla","gracilis",177,1,NA
"1",1992,"price",1991,"ffrd","Artemesia","tridentata",230,1,NA
"1",1992,"price",1991,"ffrd","Claytonia","lanceolata",146,1,NA
"1",1992,"price",1991,"ffrd","Campanula","rotundifolia",209,1,NA
"1",1992,"price",1991,"ffrd","Campanula","rotundifolia",216,1,NA
"1",1992,"price",1991,"ffrd","Campanula","rotundifolia",209,1,NA
"1",1992,"price",1991,"ffrd","Delphinium","nelsonii",174,1,NA
"1",1992,"price",1991,"ffrd","Erythronium","grandiflorum",153,1,NA
"1",1992,"price",1991,"ffrd","Erythronium","grandiflorum",153,1,NA
"1",1992,"price",1991,"ffrd","Erythronium","grandiflorum",153,1,NA
"1",1992,"price",1991,"ffrd","Erythronium","grandiflorum",146,1,NA
"1",1992,"price",1991,"ffrd","Erythronium","grandiflorum",146,1,NA
"1",1992,"price",1991,"ffrd","Eriogonum","subalpinum",203,1,NA
"1",1992,"price",1991,"ffrd","Eriogonum","subalpinum",203,1,NA
"1",1992,"price",1991,"ffrd","Ipomopsis","aggregata",188,1,NA
"1",1992,"price",1991,"ffrd","Ipomopsis","aggregata",195,1,NA
"1",1992,"price",1991,"ffrd","Ipomopsis","aggregata",209,1,NA
"1",1992,"price",1991,"ffrd","Ipomopsis","aggregata",195,1,NA
"1",1992,"price",1991,"ffrd","Ipomopsis","aggregata",188,1,NA
"1",1992,"price",1991,"ffrd","Mertensia","fusiformes",146,1,NA
"1",1992,"price",1991,"ffrd","Mertensia","fusiformes",153,1,NA
"1",1992,"price",1991,"ffrd","Mertensia","fusiformes",146,1,NA
"1",1992,"price",1991,"ffrd","Mertensia","fusiformes",146,1,NA
"1",1992,"price",1991,"ffrd","Mertensia","fusiformes",146,1,NA
"1",1992,"price",1991,"ffrd","Potentilla","gracilis",195,1,NA
"1",1992,"price",1991,"ffrd","Potentilla","gracilis",195,1,NA
"1",1992,"price",1991,"ffrd","Potentilla","gracilis",195,1,NA
"1",1992,"price",1991,"ffrd","Potentilla","gracilis",195,1,NA
"1",1992,"price",1991,"sd","Artemesia","tridentata",260,1,NA
"1",1992,"price",1991,"sd","Artemesia","tridentata",260,1,NA
"1",1992,"price",1991,"sd","Artemesia","tridentata",260,1,NA
"1",1992,"price",1991,"sd","Artemesia","tridentata",260,1,NA
"1",1992,"price",1991,"sd","Claytonia","lanceolata",160,1,NA
"1",1992,"price",1991,"sd","Claytonia","lanceolata",160,1,NA
"1",1992,"price",1991,"sd","Eriogonum","subalpinum",209,1,NA
"1",1992,"price",1991,"sd","Eriogonum","subalpinum",209,1,NA
"1",1992,"price",1991,"sd","Ipomopsis","aggregata",216,1,NA
"1",1992,"price",1991,"sd","Ipomopsis","aggregata",249,1,NA
"1",1992,"price",1991,"sd","Ipomopsis","aggregata",249,1,NA
"1",1992,"price",1991,"sd","Ipomopsis","aggregata",249,1,NA
"1",1992,"price",1991,"sd","Ipomopsis","aggregata",249,1,NA
"1",1992,"price",1991,"sd","Mertensia","fusiformes",160,1,NA
"1",1992,"price",1991,"sd","Mertensia","fusiformes",167,1,NA
"1",1992,"price",1991,"sd","Mertensia","fusiformes",167,1,NA
"1",1992,"price",1991,"sd","Mertensia","fusiformes",167,1,NA
"1",1992,"price",1991,"sd","Mertensia","fusiformes",167,1,NA
"1",1992,"price",1991,"sd","Potentilla","gracilis",223,1,NA
"1",1992,"price",1991,"sd","Potentilla","gracilis",216,1,NA
"1",1992,"price",1991,"sd","Potentilla","gracilis",216,1,NA
"1",1992,"price",1991,"sd","Potentilla","gracilis",223,1,NA
"1",1992,"price",1991,"sd","Potentilla","gracilis",216,1,NA
"1",1993,"price",1991,"ffd","Claytonia","lanceolata",160,2,NA
"1",1993,"price",1991,"ffd","Claytonia","lanceolata",160,2,NA
"1",1993,"price",1991,"ffd","Claytonia","lanceolata",156,2,NA
"1",1993,"price",1991,"ffd","Claytonia","lanceolata",156,2,NA
"1",1993,"price",1991,"ffd","Eriogonum","subalpinum",201,2,NA
"1",1993,"price",1991,"ffd","Eriogonum","subalpinum",201,2,NA
"1",1993,"price",1991,"ffd","Eriogonum","subalpinum",207,2,NA
"1",1993,"price",1991,"ffd","Ipomopsis","aggregata",214,2,NA
"1",1993,"price",1991,"ffd","Ipomopsis","aggregata",207,2,NA
"1",1993,"price",1991,"ffd","Ipomopsis","aggregata",214,2,NA
"1",1993,"price",1991,"ffd","Ipomopsis","aggregata",207,2,NA
"1",1993,"price",1991,"ffd","Lathyrus","leucanthus",186,2,NA
"1",1993,"price",1991,"ffd","Potentilla","gracilis",214,2,NA
"1",1993,"price",1991,"ffd","Potentilla","gracilis",214,2,NA
"1",1993,"price",1991,"ffrd","Claytonia","lanceolata",165,2,NA
"1",1993,"price",1991,"ffrd","Claytonia","lanceolata",165,2,NA
"1",1993,"price",1991,"ffrd","Eriogonum","subalpinum",221,2,NA
"1",1993,"price",1991,"ffrd","Eriogonum","subalpinum",228,2,NA
"1",1993,"price",1991,"ffrd","Ipomopsis","aggregata",214,2,NA
"1",1993,"price",1991,"ffrd","Ipomopsis","aggregata",207,2,NA
"1",1993,"price",1991,"ffrd","Ipomopsis","aggregata",214,2,NA
"1",1993,"price",1991,"ffrd","Ipomopsis","aggregata",207,2,NA
"1",1993,"price",1991,"ffrd","Potentilla","gracilis",214,2,NA
"1",1993,"price",1991,"ffrd","Potentilla","gracilis",214,2,NA
"1",1993,"price",1991,"sd","Claytonia","lanceolata",179,2,NA
"1",1993,"price",1991,"sd","Claytonia","lanceolata",165,2,NA
"1",1994,"price",1991,"ffd","Artemesia","tridentata",227,3,NA
"1",1994,"price",1991,"ffd","Erythronium","grandiflorum",151,3,NA
"1",1994,"price",1991,"ffd","Eriogonum","subalpinum",192,3,NA
"1",1994,"price",1991,"ffd","Eriogonum","subalpinum",206,3,NA
"1",1994,"price",1991,"ffd","Eriogonum","subalpinum",192,3,NA
"1",1994,"price",1991,"ffd","Ipomopsis","aggregata",199,3,NA
"1",1994,"price",1991,"ffd","Lathyrus","leucanthus",184,3,NA
"1",1994,"price",1991,"ffd","Potentilla","gracilis",206,3,NA
"1",1994,"price",1991,"ffd","Potentilla","gracilis",199,3,NA
"1",1994,"price",1991,"ffrd","Artemesia","tridentata",227,3,NA
"1",1994,"price",1991,"ffrd","Eriogonum","subalpinum",192,3,NA
"1",1994,"price",1991,"ffrd","Eriogonum","subalpinum",206,3,NA
"1",1994,"price",1991,"ffrd","Eriogonum","subalpinum",192,3,NA
"1",1994,"price",1991,"ffrd","Ipomopsis","aggregata",199,3,NA
"1",1994,"price",1991,"ffrd","Potentilla","gracilis",206,3,NA
"1",1994,"price",1991,"ffrd","Potentilla","gracilis",199,3,NA
"1",1994,"price",1991,"sd","Artemesia","tridentata",242,3,NA
"1",1994,"price",1991,"sd","Claytonia","lanceolata",157,3,NA
"1",1994,"price",1991,"sd","Potentilla","gracilis",206,3,NA
"1",1994,"price",1991,"sd","Potentilla","gracilis",213,3,NA
"1",1994,"price",1991,"sd","Potentilla","gracilis",206,3,NA
"1",1994,"price",1991,"sd","Potentilla","gracilis",206,3,NA
"1",1994,"price",1991,"sd","Potentilla","gracilis",199,3,NA
"1",1995,"dunne",1991,"ffd","Artemisia","tridentata",221,4,NA
"1",1995,"dunne",1991,"ffd","Artemisia","tridentata",221,4,NA
"1",1995,"dunne",1991,"ffd","Artemisia","tridentata",242,4,NA
"1",1995,"dunne",1991,"ffd","Artemisia","tridentata",249,4,NA
"1",1995,"dunne",1991,"ffd","Artemisia","tridentata",242,4,NA
"1",1995,"dunne",1991,"ffd","Artemisia","tridentata",228,4,NA
"1",1995,"dunne",1991,"ffd","Artemisia","tridentata",228,4,NA
"1",1995,"dunne",1991,"ffd","Artemisia","tridentata",249,4,NA
"1",1995,"dunne",1991,"ffd","Artemisia","tridentata",256,4,NA
"1",1995,"dunne",1991,"ffd","Artemisia","tridentata",249,4,NA
"1",1995,"dunne",1991,"ffd","Artemisia","tridentata",283,4,NA
"1",1995,"dunne",1991,"ffd","Artemisia","tridentata",283,4,NA
"1",1995,"dunne",1991,"ffd","Artemisia","tridentata",283,4,NA
"1",1995,"dunne",1991,"ffd","Artemisia","tridentata",283,4,NA
"1",1995,"dunne",1991,"ffd","Artemisia","tridentata",283,4,NA
"1",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",193,4,NA
"1",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",193,4,NA
"1",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",193,4,NA
"1",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",200,4,NA
"1",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",207,4,NA
"1",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",200,4,NA
"1",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",214,4,NA
"1",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",214,4,NA
"1",1995,"dunne",1991,"ffd","Erigeron","speciosus",228,4,NA
"1",1995,"dunne",1991,"ffd","Erigeron","speciosus",242,4,NA
"1",1995,"dunne",1991,"ffd","Erigeron","speciosus",249,4,NA
"1",1995,"dunne",1991,"ffd","Erigeron","speciosus",249,4,NA
"1",1995,"dunne",1991,"ffd","Erigeron","speciosus",249,4,NA
"1",1995,"dunne",1991,"ffd","Erigeron","speciosus",263,4,NA
"1",1995,"dunne",1991,"ffd","Erigeron","speciosus",270,4,NA
"1",1995,"dunne",1991,"ffd","Helianthella","quinquenervis",214,4,NA
"1",1995,"dunne",1991,"ffd","Helianthella","quinquenervis",221,4,NA
"1",1995,"dunne",1991,"ffd","Helianthella","quinquenervis",221,4,NA
"1",1995,"dunne",1991,"ffd","Helianthella","quinquenervis",221,4,NA
"1",1995,"dunne",1991,"ffd","Helianthella","quinquenervis",228,4,NA
"1",1995,"dunne",1991,"ffd","Helianthella","quinquenervis",234,4,NA
"1",1995,"dunne",1991,"ffd","Helianthella","quinquenervis",234,4,NA
"1",1995,"dunne",1991,"ffd","Helianthella","quinquenervis",242,4,NA
"1",1995,"dunne",1991,"ffd","Helianthella","quinquenervis",263,4,NA
"1",1995,"dunne",1991,"ffd","Helianthella","quinquenervis",263,4,NA
"1",1995,"dunne",1991,"ffd","Helianthella","quinquenervis",263,4,NA
"1",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",186,4,NA
"1",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",186,4,NA
"1",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",186,4,NA
"1",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",193,4,NA
"1",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",193,4,NA
"1",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",193,4,NA
"1",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",193,4,NA
"1",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",200,4,NA
"1",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",200,4,NA
"1",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",200,4,NA
"1",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",200,4,NA
"1",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",207,4,NA
"1",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",207,4,NA
"1",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",207,4,NA
"1",1995,"dunne",1991,"ffrd","Mertensiana","fusiformis",186,4,NA
"1",1995,"dunne",1991,"ffrd","Mertensiana","fusiformis",186,4,NA
"1",1995,"dunne",1991,"ffrd","Mertensiana","fusiformis",186,4,NA
"1",1995,"dunne",1991,"ffd","Potentilla","hippiana",234,4,NA
"1",1995,"dunne",1991,"ffd","Potentilla","hippiana",221,4,NA
"1",1995,"dunne",1991,"ffd","Potentilla","hippiana",228,4,NA
"1",1995,"dunne",1991,"ffd","Potentilla","hippiana",234,4,NA
"1",1995,"dunne",1991,"ffd","Potentilla","hippiana",234,4,NA
"1",1995,"dunne",1991,"ffd","Potentilla","hippiana",242,4,NA
"1",1995,"dunne",1991,"ffd","Potentilla","hippiana",242,4,NA
"1",1995,"dunne",1991,"ffd","Potentilla","hippiana",242,4,NA
"1",1995,"dunne",1991,"ffd","Potentilla","hippiana",249,4,NA
"1",1995,"dunne",1991,"ffd","Potentilla","hippiana",234,4,NA
"1",1995,"dunne",1991,"ffd","Potentilla","hippiana",263,4,NA
"1",1995,"dunne",1991,"ffd","Potentilla","hippiana",270,4,NA
"1",1995,"dunne",1991,"ffd","Potentilla","hippiana",263,4,NA
"1",1995,"dunne",1991,"ffrd","Potentilla","hippiana",234,4,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",231,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",220,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",226,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",231,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",234,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",238,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",227,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",224,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",231,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",227,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",226,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",231,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",220,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",233,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",239,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",233,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",233,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",246,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",241,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",240,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",227,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",232,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",246,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",241,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",240,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",232,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",246,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",241,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",240,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",247,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",240,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",232,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",246,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",234,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",247,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",239,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",246,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",241,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",247,5,NA
"1",1996,"dunne",1991,"ffd","Artemisia","tridentata",239,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",162,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",164,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",163,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",158,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",170,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",162,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",164,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",170,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",169,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",158,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",162,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",164,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",170,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",169,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",177,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",164,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",177,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",176,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",177,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",169,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",177,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",183,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",178,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",192,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",176,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",171,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",184,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",171,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",192,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",176,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",178,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",176,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",171,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",186,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",192,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",192,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",186,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",191,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",192,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",184,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",197,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",198,5,NA
"1",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",192,5,NA
"1",1996,"dunne",1991,"ffrd","Delphinium","nuttallianum",176,5,NA
"1",1996,"dunne",1991,"ffrd","Delphinium","nuttallianum",177,5,NA
"1",1996,"dunne",1991,"ffrd","Delphinium","nuttallianum",177,5,NA
"1",1996,"dunne",1991,"ffrd","Delphinium","nuttallianum",183,5,NA
"1",1996,"dunne",1991,"ffrd","Delphinium","nuttallianum",184,5,NA
"1",1996,"dunne",1991,"ffrd","Delphinium","nuttallianum",192,5,NA
"1",1996,"dunne",1991,"ffrd","Delphinium","nuttallianum",186,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",190,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",203,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",200,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",203,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",200,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",196,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",203,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",200,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",213,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",206,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",203,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",218,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",206,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",213,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",218,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",206,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",218,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",206,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",213,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",225,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",206,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",219,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",210,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",218,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",214,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",213,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",217,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",231,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",220,5,NA
"1",1996,"dunne",1991,"ffd","Erigeron","speciosus",219,5,NA
